Description,sentiment_label,urgency_score_v2,urgency_score,vader_compound,critical_kw_hits,negative_kw_hits
e-Portal Related issue,Neutral,1.97,3.5,0.0,0,0
Scientific Evaluation,Neutral,1.95,3.5,0.0,0,0
Manpower,Neutral,1.92,3.5,0.0,0,0
Finance,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
e-Portal Related issue,Neutral,1.97,3.5,0.0,0,0
Fellowships issues (Foreign),Neutral,1.97,3.5,0.0,0,0
Scientific Evaluation,Neutral,1.95,3.5,0.0,0,0
Manpower,Neutral,1.92,3.5,0.0,0,0
Finance,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
e-Portal Related issue,Neutral,1.97,3.5,0.0,0,0
Scientific Evaluation,Neutral,1.95,3.5,0.0,0,0
Manpower,Neutral,1.92,3.5,0.0,0,0
Finance,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
e-Portal Related issue,Neutral,1.97,3.5,0.0,0,0
Scientific Evaluation,Neutral,1.95,3.5,0.0,0,0
Manpower,Neutral,1.92,3.5,0.0,0,0
Finance,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
e-Portal Related issue,Neutral,1.97,3.5,0.0,0,0
Scientific Evaluation,Neutral,1.95,3.5,0.0,0,0
Manpower,Neutral,1.92,3.5,0.0,0,0
Finance,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
e-Portal Related issue,Neutral,1.97,3.5,0.0,0,0
Azadi ka Amrit Mahotsav,Neutral,1.99,3.5,0.0,0,0
Vigilance related matters,Neutral,1.95,3.41,0.0258,0,0
Manpower,Neutral,1.92,3.5,0.0,0,0
Finance,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Manpower,Neutral,1.92,3.5,0.0,0,0
Finance,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Arrears,Neutral,1.92,3.5,0.0,0,0
HRA,Neutral,1.92,3.5,0.0,0,0
Pay scale of officers/staffs,Negative,3.91,3.86,-0.1027,0,0
TA/DA,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Appointment of Nodal Officers,Neutral,1.99,3.5,0.0,0,0
Appointment of Staffs,Neutral,1.97,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Issues related to Head-wise usage of funds,Neutral,2.02,3.5,0.0,0,0
Delay in release of funds,Negative,6.0,5.11,-0.3182,0,1
Others,Neutral,1.92,3.5,0.0,0,0
Approval mechanism of the research project,Positive,0.48,1.83,0.4767,0,0
Low representation of various departments,Negative,4.03,4.46,-0.2732,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Release of funds,Neutral,1.97,3.5,0.0,0,0
Uses of funds,Neutral,1.97,3.5,0.0,0,0
Increment,Neutral,1.92,3.5,0.0,0,0
Salary,Neutral,1.92,3.5,0.0,0,0
Recruitment of staff or PMU,Neutral,2.0,3.5,0.0,0,0
Technical query,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Portal Issues,Neutral,1.95,3.5,0.0,0,0
New Application,Neutral,1.95,3.5,0.0,0,0
After Provisional Certificate,Neutral,1.97,3.5,0.0,0,0
After Final Certificate,Neutral,1.97,3.5,0.0,0,0
Re-registration of EC,Neutral,1.97,3.5,0.0,0,0
Registration Issue,Neutral,1.95,3.5,0.0,0,0
Login Issue,Neutral,1.95,3.5,0.0,0,0
E-sign,Neutral,1.92,3.5,0.0,0,0
Account Approval Status,Positive,0.43,1.83,0.4767,0,0
Change in credentials,Neutral,1.97,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Application filling,Neutral,1.95,3.5,0.0,0,0
Application Submission,Neutral,1.95,3.5,0.0,0,0
Document Upload,Neutral,1.95,3.5,0.0,0,0
Query Clarification,Neutral,1.95,3.5,0.0,0,0
Provisional Certicate Status,Neutral,1.97,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
EC Member Change,Neutral,1.97,3.5,0.0,0,0
Query Clarification,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Document Upload,Neutral,1.95,3.5,0.0,0,0
EC Member Change,Neutral,1.97,3.5,0.0,0,0
Query Clarification,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Document Upload,Neutral,1.95,3.5,0.0,0,0
EC Member Change,Neutral,1.97,3.5,0.0,0,0
Query Clarification,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Document Upload,Neutral,1.95,3.5,0.0,0,0
Final Certificate Status,Neutral,1.97,3.5,0.0,0,0
Public Health,Neutral,1.95,3.5,0.0,0,0
Hospitals,Neutral,1.92,3.5,0.0,0,0
ICMR,Neutral,1.92,3.5,0.0,0,0
ICMR-BMHRC,Neutral,1.92,3.5,0.0,0,0
OPD related issues,Neutral,1.97,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Establishment,Neutral,1.92,3.5,0.0,0,0
Administration,Neutral,1.92,3.5,0.0,0,0
Personnel Section,Neutral,1.95,3.5,0.0,0,0
Vigilance Cell,Neutral,1.95,3.5,0.0,0,0
Legal Cell,Positive,0.63,3.05,0.128,0,0
ECD Division,Neutral,1.95,3.5,0.0,0,0
NCD Division,Neutral,1.95,3.5,0.0,0,0
RBMCH and Nutrition Division,Neutral,1.99,3.5,0.0,0,0
BMS Division,Neutral,1.95,3.5,0.0,0,0
IH and HRD Division,Neutral,1.99,3.5,0.0,0,0
PC Division,Neutral,1.95,3.5,0.0,0,0
BMI Division,Neutral,1.95,3.5,0.0,0,0
SB and HSR Division,Neutral,1.99,3.5,0.0,0,0
Finance and Accounts,Neutral,1.97,3.5,0.0,0,0
Procurement Cell,Neutral,1.95,3.5,0.0,0,0
BMHRC Division,Neutral,1.95,3.5,0.0,0,0
ICMR-NICED,Neutral,1.92,3.5,0.0,0,0
ICMR-NIV,Neutral,1.92,3.5,0.0,0,0
ICMR-NIMR,Neutral,1.92,3.5,0.0,0,0
ICMR-VCRC,Neutral,1.92,3.5,0.0,0,0
ICMR - RMRIMS,Neutral,1.97,3.5,0.0,0,0
ICMR-NIE,Neutral,1.92,3.5,0.0,0,0
ICMR-NARI,Neutral,1.92,3.5,0.0,0,0
ICMR-RMRCB,Neutral,1.92,3.5,0.0,0,0
ICMR-RMRCGKP,Neutral,1.92,3.5,0.0,0,0
ICMR-NIRT,Neutral,1.92,3.5,0.0,0,0
ICMR-NJIL and OMD,Neutral,1.97,3.5,0.0,0,0
ICMR-NIMS,Neutral,1.92,3.5,0.0,0,0
ICMR-NIRTH,Neutral,1.92,3.5,0.0,0,0
ICMR-RMRCPB,Neutral,1.92,3.5,0.0,0,0
ICMR-NIOH,Neutral,1.92,3.5,0.0,0,0
ICMR-NICPR,Neutral,1.92,3.5,0.0,0,0
ICMR-RMRCNE,Neutral,1.92,3.5,0.0,0,0
ICMR-NIIRNCD,Neutral,1.92,3.5,0.0,0,0
ICMR-NCDIR,Neutral,1.92,3.5,0.0,0,0
ICMR-NIREH,Neutral,1.92,3.5,0.0,0,0
ICMR-NIRRH,Neutral,1.92,3.5,0.0,0,0
ICMR-NIN,Neutral,1.92,3.5,0.0,0,0
ICMR-NIIH,Neutral,1.92,3.5,0.0,0,0
ICMR-NIOP,Neutral,1.92,3.5,0.0,0,0
ICMR- NITM,Neutral,1.95,3.5,0.0,0,0
ICMR-NARFBR,Neutral,1.92,3.5,0.0,0,0
Transfer,Neutral,1.92,3.5,0.0,0,0
Promotion,Neutral,1.92,3.5,0.0,0,0
Recruitments (Administrative and Technical Staff),Neutral,2.0,3.5,0.0,0,0
Out sources (DEO/MTS),Neutral,1.97,3.5,0.0,0,0
Recruitment Rules,Neutral,1.95,3.5,0.0,0,0
Service Matter (Scientific Post),Neutral,1.97,3.41,0.0258,0,0
Foreign visit,Neutral,1.95,3.5,0.0,0,0
Recruitments (Scientific Post),Neutral,1.97,3.5,0.0,0,0
Harassment,Negative,4.11,5.4,-0.5423,0,0
Corruption,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Court Case,Neutral,1.95,3.5,0.0,0,0
COVID-19,Neutral,1.92,3.5,0.0,0,0
Research on Communicable disease,Neutral,1.99,3.5,0.0,0,0
Vaccine,Neutral,1.92,3.5,0.0,0,0
Muscular Dystrophy,Neutral,1.95,3.5,0.0,0,0
Mental Health,Neutral,1.95,3.5,0.0,0,0
ENT,Neutral,1.92,3.5,0.0,0,0
Snake Bite,Neutral,1.95,3.5,0.0,0,0
Cardiovascular Disease,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Surrogacy,Neutral,1.92,3.5,0.0,0,0
Reproductive Biology,Neutral,1.95,3.5,0.0,0,0
Nutrition,Neutral,1.92,3.5,0.0,0,0
Other,Neutral,1.92,3.5,0.0,0,0
Stem Cell Therapy,Neutral,1.97,3.5,0.0,0,0
Genetic Disorder,Negative,4.06,4.91,-0.4019,0,0
ICMR-DHR International Fellowship,Neutral,1.97,3.5,0.0,0,0
JRF,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Health Communication,Neutral,1.95,3.5,0.0,0,0
Policy related matters,Neutral,1.95,3.41,0.0258,0,0
COVID-19 report,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Socio-Behavioural,Neutral,1.92,3.5,0.0,0,0
Health system Research,Neutral,1.97,3.5,0.0,0,0
Grant related,Positive,0.48,2.24,0.3612,0,0
Pension related,Neutral,1.95,3.5,0.0,0,0
Procurement related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
MDMS Division,Neutral,1.95,3.5,0.0,0,0
ITR Division,Neutral,1.95,3.5,0.0,0,0
Medical Devices,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Innovation related,Positive,0.47,2.16,0.3818,0,0
Others,Neutral,1.92,3.5,0.0,0,0
BMHRC Hospital related,Neutral,1.97,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Research on mulitypes viruses,Neutral,1.99,3.5,0.0,0,0
Malaria related,Neutral,1.95,3.5,0.0,0,0
Vector Born Disease,Neutral,1.97,3.5,0.0,0,0
"HIV (Care, Treatment and Vaccine)",Neutral,2.0,3.5,0.0,0,0
Pulmonary TB,Neutral,1.95,3.5,0.0,0,0
Corrouption related,Neutral,1.95,3.5,0.0,0,0
Leprosy,Neutral,1.92,3.5,0.0,0,0
Tribal Heatlh issues,Neutral,1.97,3.5,0.0,0,0
Cancer,Critical/Urgent,6.05,5.81,-0.6597,0,0
Trematode Infection,Neutral,1.95,3.5,0.0,0,0
Medical Plants of North-East India,Neutral,2.0,3.5,0.0,0,0
Cardiovascular Diseases,Neutral,1.95,3.5,0.0,0,0
Mental Illness,Negative,4.06,4.91,-0.4019,0,0
National Ethical Guidelines,Positive,0.41,1.71,0.5106,0,0
Environemental Health Research,Neutral,1.97,3.5,0.0,0,0
Fertility Regulation,Neutral,1.95,3.5,0.0,0,0
Reproductive Tract Infection including HIV/AIDS,Neutral,2.0,3.5,0.0,0,0
Nutrition,Neutral,1.92,3.5,0.0,0,0
Adult Stemcell Biology,Neutral,1.97,3.5,0.0,0,0
Tradional Medicine,Neutral,1.95,3.5,0.0,0,0
Misbehaviour of Staff,Neutral,1.97,3.5,0.0,0,0
Deficiency in treatment,Neutral,1.97,3.5,0.0,0,0
Non-availability of medical equipment,Neutral,1.99,3.5,0.0,0,0
Pension Service Personnel,Neutral,1.97,3.5,0.0,0,0
Pension Civilian,Neutral,1.95,3.5,0.0,0,0
Court Martial,Neutral,1.95,3.5,0.0,0,0
Summary of Evidence,Neutral,1.97,3.5,0.0,0,0
Court of Inquiry,Neutral,1.97,3.5,0.0,0,0
Admin Action,Neutral,1.95,3.5,0.0,0,0
Habitual Offender,Negative,4.03,4.76,-0.3612,0,0
Recruitment,Neutral,1.92,3.5,0.0,0,0
CR/PAR,Neutral,1.92,3.5,0.0,0,0
Other Miscellaneous,Neutral,1.95,3.5,0.0,0,0
Recruitment,Neutral,1.92,3.5,0.0,0,0
Other Miscellaneous,Neutral,1.95,3.5,0.0,0,0
Salary,Neutral,1.92,3.5,0.0,0,0
Service Matter,Neutral,1.93,3.41,0.0258,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Promotion,Neutral,1.92,3.5,0.0,0,0
Recruitment,Neutral,1.92,3.5,0.0,0,0
Other Miscellaneous,Neutral,1.95,3.5,0.0,0,0
Pension,Neutral,1.92,3.5,0.0,0,0
Reservation Policy,Neutral,1.95,3.5,0.0,0,0
Creation of Post,Positive,0.56,2.54,0.2732,0,0
Matters related to Governing Council and Executive Council,Neutral,2.02,3.41,0.0258,0,0
Others,Neutral,1.92,3.5,0.0,0,0
TB,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Rare Disease,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
RTI,Neutral,1.92,3.5,0.0,0,0
RTI Application,Neutral,1.95,3.5,0.0,0,0
First Appeal,Neutral,1.95,3.5,0.0,0,0
Second Appeal in CIC,Neutral,1.99,3.5,0.0,0,0
Store and Purchase,Neutral,1.97,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Not replied within time frame,Neutral,2.0,3.5,0.0,0,0
Not satisfied with the reply,Negative,4.06,4.64,-0.3252,0,0
Not replied within time frame,Neutral,2.0,3.5,0.0,0,0
Direction of FAA not complied with,Neutral,2.01,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Not complied with,Neutral,1.97,3.5,0.0,0,0
Hearing not attended by CPIO,Neutral,2.0,3.5,0.0,0,0
Directions of CIC not complied within time frame,Neutral,2.03,3.5,0.0,0,0
India Code Portal,Neutral,1.97,3.5,0.0,0,0
Central Acts in Hindi,Neutral,1.99,3.5,0.0,0,0
Not uploaded,Neutral,1.95,3.5,0.0,0,0
Mis-print,Neutral,1.92,3.5,0.0,0,0
Not up-to-date,Neutral,1.95,3.5,0.0,0,0
Text Error,Negative,4.06,4.91,-0.4019,0,0
SJVN Limited,Negative,3.95,4.29,-0.2263,0,0
NEEPCO,Neutral,1.92,3.5,0.0,0,0
NHPC LIMITED,Negative,3.95,4.29,-0.2263,0,0
CEA,Neutral,1.92,3.5,0.0,0,0
THDCIL,Neutral,1.92,3.5,0.0,0,0
Constitution of India,Neutral,1.97,3.5,0.0,0,0
Central Acts,Neutral,1.95,3.5,0.0,0,0
Rules and Regulations,Neutral,1.97,3.5,0.0,0,0
making of Corrigendum,Neutral,1.97,3.5,0.0,0,0
Proof reading and editing of Hindi version and diglot editions,Neutral,2.05,3.5,0.0,0,0
Proof reading and editing of Hindi version and diglot editions,Neutral,2.05,3.5,0.0,0,0
Proof reading and editing of Hindi version,Neutral,2.02,3.5,0.0,0,0
PGCIL,Neutral,1.92,3.5,0.0,0,0
BBMB,Neutral,1.92,3.5,0.0,0,0
APTEL,Neutral,1.92,3.5,0.0,0,0
CERC,Neutral,1.92,3.5,0.0,0,0
EESL,Neutral,1.92,3.5,0.0,0,0
REC  Limited,Negative,3.95,4.29,-0.2263,0,0
BEE,Neutral,1.92,3.5,0.0,0,0
PFC,Neutral,1.92,3.5,0.0,0,0
CPRI,Neutral,1.92,3.5,0.0,0,0
NTPC Limited,Negative,3.95,4.29,-0.2263,0,0
DVC,Neutral,1.92,3.5,0.0,0,0
Ministry of Power ( Head Office),Neutral,2.01,3.5,0.0,0,0
Posting,Neutral,1.92,3.5,0.0,0,0
"If required necessary in Hindi version of any Central Acts, Gazette of India etc.",Neutral,2.07,3.5,0.0,0,0
Payment to private entities,Neutral,1.99,3.5,0.0,0,0
Vigilance,Neutral,1.92,3.5,0.0,0,0
Administration,Neutral,1.92,3.5,0.0,0,0
Compensation,Neutral,1.92,3.5,0.0,0,0
Court Cases,Neutral,1.95,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Land Acquisition,Neutral,1.95,3.5,0.0,0,0
Project related,Neutral,1.95,3.5,0.0,0,0
EME/MGS Branch,Neutral,1.95,3.5,0.0,0,0
Non-payment of bills,Neutral,1.97,3.5,0.0,0,0
delayed payment,Negative,5.89,4.79,-0.2263,0,1
others,Neutral,1.92,3.5,0.0,0,0
Publication and Sales,Neutral,1.97,3.5,0.0,0,0
Procurement,Neutral,1.92,3.5,0.0,0,0
Administrative matters,Neutral,1.93,3.41,0.0258,0,0
Allegation related,Neutral,1.95,3.5,0.0,0,0
Appointment related,Neutral,1.95,3.5,0.0,0,0
Arbitration related,Neutral,1.95,3.5,0.0,0,0
Contract labour related,Neutral,1.97,3.5,0.0,0,0
Employment related,Neutral,1.95,3.5,0.0,0,0
Harassment related,Negative,4.14,5.4,-0.5423,0,0
Intellectual property related,Positive,0.41,1.71,0.5106,0,0
Land acquisition related,Neutral,1.97,3.5,0.0,0,0
Pay and allowances related,Negative,3.91,3.86,-0.1027,0,0
Pay revision related,Negative,3.89,3.86,-0.1027,0,0
Pension related,Neutral,1.95,3.5,0.0,0,0
Project related,Neutral,1.95,3.5,0.0,0,0
Recruitment related,Neutral,1.95,3.5,0.0,0,0
Tender related,Neutral,1.95,3.5,0.0,0,0
Terminal benefits related,Positive,0.49,2.16,0.3818,0,0
CSR Implementation related,Neutral,1.97,3.5,0.0,0,0
Apprenticeship training related,Neutral,1.97,3.5,0.0,0,0
Pension/retirment benefits Officers and Sailors,Positive,0.52,2.16,0.3818,0,0
Journals,Neutral,1.92,3.5,0.0,0,0
Books,Neutral,1.92,3.5,0.0,0,0
Bare Acts,Neutral,1.95,3.5,0.0,0,0
Pension,Neutral,1.92,3.5,0.0,0,0
Recruitment,Neutral,1.92,3.5,0.0,0,0
Land Compensation,Neutral,1.95,3.5,0.0,0,0
Contract and Tender related,Neutral,1.99,3.5,0.0,0,0
Non Receipt of Payments against works supply,Neutral,2.02,3.5,0.0,0,0
Contract Labour related,Neutral,1.97,3.5,0.0,0,0
Employee Grievances,Negative,4.03,4.76,-0.3612,0,0
Vigilance Complaints,Negative,5.99,5.41,-0.4019,0,1
Policy Related matters,Neutral,1.95,3.41,0.0258,0,0
Availability of updated editions,Neutral,1.99,3.5,0.0,0,0
Non-availability of current editions,Neutral,1.99,3.5,0.0,0,0
Payment refund status,Neutral,1.97,3.5,0.0,0,0
others,Neutral,1.92,3.5,0.0,0,0
Availability of updated editions,Neutral,1.99,3.5,0.0,0,0
Non-availability of current editions,Neutral,1.99,3.5,0.0,0,0
Payment refund status,Neutral,1.97,3.5,0.0,0,0
others,Neutral,1.92,3.5,0.0,0,0
Availability of updated editions,Neutral,1.99,3.5,0.0,0,0
Non-availability of current editions,Neutral,1.99,3.5,0.0,0,0
Payment refund status,Neutral,1.97,3.5,0.0,0,0
others,Neutral,1.92,3.5,0.0,0,0
Pension,Neutral,1.92,3.5,0.0,0,0
Pension,Neutral,1.92,3.5,0.0,0,0
Matters related to Administration,Neutral,1.97,3.41,0.0258,0,0
Matters related to vigilance,Neutral,1.97,3.41,0.0258,0,0
Matters related to contracts,Neutral,1.97,3.41,0.0258,0,0
Electrical Inspection related,Neutral,1.97,3.5,0.0,0,0
Coordination with CEA Divisions,Neutral,1.99,3.5,0.0,0,0
Grid Operation and Distribution,Neutral,1.99,3.5,0.0,0,0
Economic and Commerce,Neutral,1.97,3.5,0.0,0,0
Human Resource Development,Neutral,1.97,3.5,0.0,0,0
Hydro power related,Neutral,1.97,3.5,0.0,0,0
IT,Neutral,1.92,3.5,0.0,0,0
IT and cyber security,Positive,0.54,2.31,0.34,0,0
Planning,Neutral,1.92,3.5,0.0,0,0
Power System,Neutral,1.95,3.5,0.0,0,0
Renewable Energy,Positive,0.54,2.54,0.2732,0,0
Research and Development related to power sector,Neutral,2.02,3.5,0.0,0,0
Thermal Power related,Neutral,1.97,3.5,0.0,0,0
Human Resources,Neutral,1.95,3.5,0.0,0,0
Compensation,Neutral,1.92,3.5,0.0,0,0
Contract,Neutral,1.92,3.5,0.0,0,0
Materials,Neutral,1.92,3.5,0.0,0,0
CSR,Neutral,1.92,3.5,0.0,0,0
Vigilance,Neutral,1.92,3.5,0.0,0,0
Row,Neutral,1.92,3.5,0.0,0,0
Company Secretary,Neutral,1.95,3.5,0.0,0,0
Quality related,Neutral,1.95,3.5,0.0,0,0
Joint Venture,Neutral,1.95,3.5,0.0,0,0
Environment related,Neutral,1.95,3.5,0.0,0,0
National Company Policy related matters,Neutral,1.99,3.41,0.0258,0,0
Suggestion,Neutral,1.92,3.5,0.0,0,0
Non Comprehendible issues,Neutral,1.97,3.5,0.0,0,0
Does not Pertain to the POWERGRID,Neutral,2.01,3.5,0.0,0,0
Sub judice Court case related matters,Neutral,2.0,3.41,0.0258,0,0
No specific grievance about petitioner,Critical/Urgent,6.12,5.77,-0.6486,0,0
Grievance lodged by employees,Negative,4.14,5.17,-0.4767,0,0
Department Main Secretariat,Neutral,1.97,3.5,0.0,0,0
Bansagar Control Board,Neutral,1.97,3.5,0.0,0,0
Betwa River Board,Neutral,1.97,3.5,0.0,0,0
Brahmaputra Board,Neutral,1.95,3.5,0.0,0,0
Central Ground Water Board,Neutral,1.99,3.5,0.0,0,0
Central Soil and Materials Research Station,Neutral,2.01,3.5,0.0,0,0
Central Water and Power Research Station,Neutral,2.01,3.5,0.0,0,0
Central Water Commission,Neutral,1.97,3.5,0.0,0,0
Farraka Barrage Project,Neutral,1.97,3.5,0.0,0,0
Ganga Flood Control Commission,Critical/Urgent,7.65,5.0,0.0,1,0
Narmada Control Authority,Positive,0.68,3.23,0.0772,0,0
National Institute of Hydrology,Neutral,1.99,3.5,0.0,0,0
National Mission for Clean Ganga,Positive,0.51,2.09,0.4019,0,0
National Projects Construction Corporation Limited,Negative,4.0,4.29,-0.2263,0,0
National River Conservation Directorate,Neutral,1.99,3.5,0.0,0,0
National Water Development Agency,Neutral,1.99,3.5,0.0,0,0
National Water Informatics Centre,Neutral,1.99,3.5,0.0,0,0
North Eastern Regional Institute of Water and Land Management NERIWALM,Neutral,2.05,3.5,0.0,0,0
Tungabhadra Board,Neutral,1.95,3.5,0.0,0,0
Upper Yamuna River Board,Neutral,1.99,3.5,0.0,0,0
WAPCOS,Neutral,1.92,3.5,0.0,0,0
Military Personnel of MES,Neutral,1.99,3.5,0.0,0,0
Antiquity related matter Export of Antiquities,Neutral,2.0,3.41,0.0258,0,0
Exacavation and exploration of historical and Archaeological remains related matters,Positive,0.65,2.62,0.25,0,0
Pension related matters of Retired employees,Neutral,2.0,3.41,0.0258,0,0
"Casual Labour, employees related matters",Positive,0.62,2.71,0.2263,0,0
OTHERS,Neutral,1.92,3.5,0.0,0,0
Establishment I,Neutral,1.95,3.5,0.0,0,0
Establishment II,Neutral,1.95,3.5,0.0,0,0
Establishment III,Neutral,1.95,3.5,0.0,0,0
Establishment IV,Neutral,1.95,3.5,0.0,0,0
PSU,Neutral,1.92,3.5,0.0,0,0
Ground Water Establishment,Neutral,1.97,3.5,0.0,0,0
Controller of Accounts,Neutral,1.97,3.5,0.0,0,0
Pay and Accounts Office,Negative,3.91,3.86,-0.1027,0,0
Administration Section,Neutral,1.95,3.5,0.0,0,0
Establishment I,Neutral,1.95,3.5,0.0,0,0
Establishment II,Neutral,1.95,3.5,0.0,0,0
Establishment III,Neutral,1.95,3.5,0.0,0,0
